mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__max_depth,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2858913421630859,0.031031069733363864,0.011156606674194335,0.0016392758798406254,2,2,100,"{'rf__max_depth': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.9230769230769231,0.9230769230769231,0.9560439560439561,0.9340659340659341,0.945054945054945,0.9362637362637363,0.01281527888976988,47
0.5139617443084716,0.03749860808165693,0.019188308715820314,0.0030260051743205103,2,2,200,"{'rf__max_depth': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.9560439560439561,0.9230769230769231,0.967032967032967,0.9340659340659341,0.9340659340659341,0.9428571428571428,0.016150481820548422,42
0.2583961486816406,0.028562717011739267,0.012775802612304687,0.003034888876508183,2,3,100,"{'rf__max_depth': 2, 'rf__min_samples_split': 3, 'rf__n_estimators': 100}",0.945054945054945,0.9230769230769231,0.9560439560439561,0.945054945054945,0.9340659340659341,0.9406593406593406,0.011206636293610506,45
0.46101861000061034,0.03179419771404111,0.019034814834594727,0.0017784768755558396,2,3,200,"{'rf__max_depth': 2, 'rf__min_samples_split': 3, 'rf__n_estimators': 200}",0.9230769230769231,0.9230769230769231,0.967032967032967,0.9340659340659341,0.9340659340659341,0.9362637362637363,0.01615048182054841,47
0.2276528835296631,0.01266346688912659,0.01470804214477539,0.005579727905142692,2,4,100,"{'rf__max_depth': 2, 'rf__min_samples_split': 4, 'rf__n_estimators': 100}",0.9560439560439561,0.9230769230769231,0.967032967032967,0.945054945054945,0.945054945054945,0.9472527472527472,0.014578570507056694,34
0.44118595123291016,0.025917753190535405,0.017275238037109376,0.0018159913222852684,2,4,200,"{'rf__max_depth': 2, 'rf__min_samples_split': 4, 'rf__n_estimators': 200}",0.9560439560439561,0.9230769230769231,0.967032967032967,0.9340659340659341,0.9340659340659341,0.9428571428571428,0.016150481820548422,42
0.2599079132080078,0.022879988073003014,0.011242818832397462,0.00453882272461962,2,5,100,"{'rf__max_depth': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.945054945054945,0.9340659340659341,0.967032967032967,0.9340659340659341,0.9340659340659341,0.9428571428571428,0.012815278889769889,42
0.4289081573486328,0.025988940453446043,0.021666860580444335,0.010490418969067555,2,5,200,"{'rf__max_depth': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.9560439560439561,0.9230769230769231,0.978021978021978,0.9340659340659341,0.9340659340659341,0.945054945054945,0.019657740461536594,40
0.2095256805419922,0.00614681759580851,0.008456754684448241,0.0010730967352361406,3,2,100,"{'rf__max_depth': 3, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.945054945054945,0.9340659340659341,0.978021978021978,0.945054945054945,0.9340659340659341,0.9472527472527472,0.01615048182054841,34
0.49318466186523435,0.03028980950793366,0.02708287239074707,0.011496450289919222,3,2,200,"{'rf__max_depth': 3, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.967032967032967,0.945054945054945,0.967032967032967,0.945054945054945,0.9340659340659341,0.9516483516483516,0.01318681318681319,25
0.27910237312316893,0.0429428364356477,0.012704181671142577,0.002446134668250741,3,3,100,"{'rf__max_depth': 3, 'rf__min_samples_split': 3, 'rf__n_estimators': 100}",0.967032967032967,0.945054945054945,0.978021978021978,0.945054945054945,0.9340659340659341,0.9538461538461538,0.016150481820548422,19
0.567664623260498,0.01702321228146534,0.024480724334716798,0.007131734037675102,3,3,200,"{'rf__max_depth': 3, 'rf__min_samples_split': 3, 'rf__n_estimators': 200}",0.9560439560439561,0.9340659340659341,0.978021978021978,0.9340659340659341,0.9340659340659341,0.9472527472527472,0.01758241758241757,34
0.27940006256103517,0.023399902397313706,0.011543798446655273,0.003385715290213752,3,4,100,"{'rf__max_depth': 3, 'rf__min_samples_split': 4, 'rf__n_estimators': 100}",0.967032967032967,0.9340659340659341,0.967032967032967,0.945054945054945,0.9230769230769231,0.9472527472527472,0.01758241758241757,34
0.480655574798584,0.013127438939833235,0.015197372436523438,0.0019055284553211426,3,4,200,"{'rf__max_depth': 3, 'rf__min_samples_split': 4, 'rf__n_estimators': 200}",0.945054945054945,0.9340659340659341,0.967032967032967,0.945054945054945,0.9340659340659341,0.945054945054945,0.012037858406706946,40
0.25463094711303713,0.01569231732555104,0.009453964233398438,0.0014093900769831201,3,5,100,"{'rf__max_depth': 3, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.967032967032967,0.9340659340659341,0.978021978021978,0.945054945054945,0.9340659340659341,0.9516483516483516,0.017855029460738362,25
0.42639451026916503,0.018482609337897287,0.017114639282226562,0.0051134284924606735,3,5,200,"{'rf__max_depth': 3, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.9230769230769231,0.9340659340659341,0.967032967032967,0.9340659340659341,0.9340659340659341,0.9384615384615385,0.014906219743132446,46
0.20555243492126465,0.0146995613724325,0.009470319747924805,0.0015996020459794406,4,2,100,"{'rf__max_depth': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.9560439560439561,0.9340659340659341,0.978021978021978,0.9560439560439561,0.9340659340659341,0.9516483516483516,0.01644684565614918,25
0.4370461940765381,0.024036846200114828,0.015462923049926757,0.0034552323472149477,4,2,200,"{'rf__max_depth': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.9560439560439561,0.9340659340659341,0.978021978021978,0.945054945054945,0.945054945054945,0.9516483516483516,0.01490621974313245,25
0.23230195045471191,0.0050998385743110065,0.010441303253173828,0.002090066945508103,4,3,100,"{'rf__max_depth': 4, 'rf__min_samples_split': 3, 'rf__n_estimators': 100}",0.9560439560439561,0.9340659340659341,0.967032967032967,0.9340659340659341,0.945054945054945,0.9472527472527472,0.012815278889769894,34
0.45540618896484375,0.016498288435480922,0.02036128044128418,0.004801140310372939,4,3,200,"{'rf__max_depth': 4, 'rf__min_samples_split': 3, 'rf__n_estimators': 200}",0.978021978021978,0.945054945054945,0.967032967032967,0.945054945054945,0.9340659340659341,0.9538461538461538,0.016150481820548422,19
0.2201984405517578,0.011542302476334533,0.010499048233032226,0.00340387278585188,4,4,100,"{'rf__max_depth': 4, 'rf__min_samples_split': 4, 'rf__n_estimators': 100}",0.967032967032967,0.9340659340659341,0.967032967032967,0.9560439560439561,0.9340659340659341,0.9516483516483516,0.014906219743132458,25
0.4854268074035645,0.013888361436001126,0.020397233963012695,0.005889802235088968,4,4,200,"{'rf__max_depth': 4, 'rf__min_samples_split': 4, 'rf__n_estimators': 200}",0.9560439560439561,0.9340659340659341,0.978021978021978,0.945054945054945,0.9340659340659341,0.9494505494505494,0.01644684565614918,32
0.2386467933654785,0.012653854803997864,0.009839010238647462,0.0008034545008235529,4,5,100,"{'rf__max_depth': 4, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.978021978021978,0.945054945054945,0.978021978021978,0.945054945054945,0.9560439560439561,0.9604395604395604,0.01490621974313245,2
0.5567693710327148,0.04546648774995084,0.01801462173461914,0.003539145054644459,4,5,200,"{'rf__max_depth': 4, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.9560439560439561,0.945054945054945,0.967032967032967,0.945054945054945,0.9340659340659341,0.9494505494505494,0.011206636293610524,32
0.2846203804016113,0.013686024131355182,0.010456657409667969,0.0026069441828567475,5,2,100,"{'rf__max_depth': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.978021978021978,0.9340659340659341,0.967032967032967,0.9560439560439561,0.945054945054945,0.956043956043956,0.015540808377726312,9
0.6148916244506836,0.01616502835749163,0.018902158737182616,0.003511772006249939,5,2,200,"{'rf__max_depth': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.967032967032967,0.945054945054945,0.978021978021978,0.9560439560439561,0.9340659340659341,0.956043956043956,0.015540808377726312,9
0.3149177074432373,0.009025073260023778,0.011900901794433594,0.007377308725161503,5,3,100,"{'rf__max_depth': 5, 'rf__min_samples_split': 3, 'rf__n_estimators': 100}",0.9560439560439561,0.945054945054945,0.978021978021978,0.9340659340659341,0.9230769230769231,0.9472527472527472,0.018906209378115643,34
0.5270577907562256,0.0164555253991619,0.01828656196594238,0.009362879930075505,5,3,200,"{'rf__max_depth': 5, 'rf__min_samples_split': 3, 'rf__n_estimators': 200}",0.967032967032967,0.945054945054945,0.978021978021978,0.9560439560439561,0.945054945054945,0.9582417582417582,0.01281527888976989,5
0.2668605804443359,0.01335768023747354,0.010939073562622071,0.003819142726816362,5,4,100,"{'rf__max_depth': 5, 'rf__min_samples_split': 4, 'rf__n_estimators': 100}",0.967032967032967,0.945054945054945,0.967032967032967,0.9560439560439561,0.9340659340659341,0.9538461538461538,0.012815278889769894,19
0.49096264839172366,0.01767954210044579,0.01547861099243164,0.003600107338230593,5,4,200,"{'rf__max_depth': 5, 'rf__min_samples_split': 4, 'rf__n_estimators': 200}",0.9560439560439561,0.9340659340659341,0.978021978021978,0.967032967032967,0.945054945054945,0.956043956043956,0.015540808377726312,9
0.25247936248779296,0.008923213549654568,0.008376502990722656,0.0012920321740909641,5,5,100,"{'rf__max_depth': 5, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.978021978021978,0.9340659340659341,0.978021978021978,0.945054945054945,0.945054945054945,0.956043956043956,0.01838813245129835,9
0.4654728412628174,0.02441050010754715,0.01744704246520996,0.00312594542879631,5,5,200,"{'rf__max_depth': 5, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.967032967032967,0.9340659340659341,0.978021978021978,0.9560439560439561,0.9340659340659341,0.9538461538461538,0.01758241758241757,19
0.22453393936157226,0.0132104347523266,0.010299110412597656,0.002380079121022032,6,2,100,"{'rf__max_depth': 6, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.9560439560439561,0.9340659340659341,0.978021978021978,0.9560439560439561,0.967032967032967,0.9582417582417582,0.014578570507056687,5
0.4377741813659668,0.018484861438859898,0.014593172073364257,0.0033859851455491294,6,2,200,"{'rf__max_depth': 6, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.9560439560439561,0.945054945054945,0.978021978021978,0.945054945054945,0.967032967032967,0.9582417582417582,0.01281527888976989,5
0.21597557067871093,0.01469805481599834,0.008783388137817382,0.0017743479679497003,6,3,100,"{'rf__max_depth': 6, 'rf__min_samples_split': 3, 'rf__n_estimators': 100}",0.9560439560439561,0.9340659340659341,0.978021978021978,0.9560439560439561,0.9340659340659341,0.9516483516483516,0.01644684565614918,25
0.45218467712402344,0.017846238475047283,0.015652036666870116,0.0030252892920843927,6,3,200,"{'rf__max_depth': 6, 'rf__min_samples_split': 3, 'rf__n_estimators': 200}",0.967032967032967,0.945054945054945,0.978021978021978,0.9560439560439561,0.9340659340659341,0.956043956043956,0.015540808377726312,9
0.21470742225646972,0.010289258503680359,0.008943462371826172,0.001731545323123212,6,4,100,"{'rf__max_depth': 6, 'rf__min_samples_split': 4, 'rf__n_estimators': 100}",0.967032967032967,0.945054945054945,0.978021978021978,0.945054945054945,0.945054945054945,0.956043956043956,0.013900121583157714,9
0.42651872634887694,0.01203882018173632,0.016912174224853516,0.0027152883492030347,6,4,200,"{'rf__max_depth': 6, 'rf__min_samples_split': 4, 'rf__n_estimators': 200}",0.967032967032967,0.945054945054945,0.978021978021978,0.945054945054945,0.945054945054945,0.956043956043956,0.013900121583157714,9
0.23318233489990234,0.015515318341709449,0.00960841178894043,0.001493385448564258,6,5,100,"{'rf__max_depth': 6, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.9560439560439561,0.945054945054945,0.967032967032967,0.945054945054945,0.9560439560439561,0.9538461538461538,0.008223422828074613,19
0.4487118721008301,0.019014222510341475,0.014713668823242187,0.002573950057417542,6,5,200,"{'rf__max_depth': 6, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.9560439560439561,0.9340659340659341,0.967032967032967,0.9560439560439561,0.945054945054945,0.9516483516483516,0.011206636293610524,25
0.22940545082092284,0.010369429896693658,0.009526538848876952,0.0015074887672762583,7,2,100,"{'rf__max_depth': 7, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.989010989010989,0.9560439560439561,0.978021978021978,0.945054945054945,0.967032967032967,0.9670329670329672,0.015540808377726326,1
0.4230952739715576,0.021965647776060852,0.015022945404052735,0.002579293786618416,7,2,200,"{'rf__max_depth': 7, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.978021978021978,0.945054945054945,0.978021978021978,0.9560439560439561,0.945054945054945,0.9604395604395604,0.01490621974313245,2
0.2190486431121826,0.007708135508733296,0.009260797500610351,0.0012694418488400196,7,3,100,"{'rf__max_depth': 7, 'rf__min_samples_split': 3, 'rf__n_estimators': 100}",0.978021978021978,0.945054945054945,0.978021978021978,0.945054945054945,0.9560439560439561,0.9604395604395604,0.01490621974313245,2
0.4213374614715576,0.023546910109036052,0.015276050567626953,0.0022257345589081373,7,3,200,"{'rf__max_depth': 7, 'rf__min_samples_split': 3, 'rf__n_estimators': 200}",0.967032967032967,0.9340659340659341,0.978021978021978,0.9560439560439561,0.9340659340659341,0.9538461538461538,0.01758241758241757,19
0.21641120910644532,0.01648968302547442,0.009020614624023437,0.0011514006812053312,7,4,100,"{'rf__max_depth': 7, 'rf__min_samples_split': 4, 'rf__n_estimators': 100}",0.9560439560439561,0.945054945054945,0.978021978021978,0.9560439560439561,0.945054945054945,0.956043956043956,0.012037858406706946,9
0.44051690101623536,0.020975791414571395,0.013789987564086914,0.0009445894200477309,7,4,200,"{'rf__max_depth': 7, 'rf__min_samples_split': 4, 'rf__n_estimators': 200}",0.967032967032967,0.945054945054945,0.978021978021978,0.9560439560439561,0.945054945054945,0.9582417582417582,0.01281527888976989,5
0.22180910110473634,0.015058422062954007,0.009418058395385741,0.0015162973082403957,7,5,100,"{'rf__max_depth': 7, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.9560439560439561,0.945054945054945,0.978021978021978,0.945054945054945,0.9560439560439561,0.956043956043956,0.012037858406706946,9
0.40329413414001464,0.015614476473129035,0.007348012924194336,0.0005068412580910251,7,5,200,"{'rf__max_depth': 7, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.9560439560439561,0.945054945054945,0.978021978021978,0.9560439560439561,0.945054945054945,0.956043956043956,0.012037858406706946,9
